billboard_id,latitude,longitude,state_full,state_abbrev,campaign,url,message,street_view_date,mentions_bible_jesus_christians,mentions_n,mentions_y,no_message,image,
497,33.996,-86.053,Alabama,AL,,"https://www.google.com/maps/@33.9960948,-86.0521514,3a,60y,276.41h,85.4t/data=!3m6!1e1!3m4!1suV3DPTKl3nKcOnRrKId9Uw!2e0!7i13312!8i6656",Data not available,14-Feb,Data not available,,,x,,
503,38.9044,-91.4815,Montana,MO,,"https://www.google.com/maps/@38.9032223,-91.479714,3a,15y,309.67h,97.04t/data=!3m6!1e1!3m4!1svyYOFQ6a8jKLSZf4a05USQ!2e0!7i13312!8i6656",In the beginning GOD CREATED.,16-Jan,N,N,,,https://s17.postimg.org/mudcezgcv/503.png,
525,46.8507,-96.84,North Dakota,ND,,"https://www.google.com/maps/place/46%C2%B051'02.5%22N+96%C2%B050'24.0%22W/@46.8513711,-96.8401738,81a,35y,147.53h,45.02t/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d46.8507!4d-96.84",If you die tonight? Heaven or Hell,,N,N,,,https://s17.postimg.org/tm3rhushr/525.png,
1629,35.19216,-101.70145,Texas,TX,,"https://www.google.com/maps/@35.192372,-101.7016054,3a,75y,187.7h,101.06t/data=!3m6!1e1!3m4!1szwoTRweC5gIEuAv_YwYtFg!2e0!7i13312!8i6656",Data not available,12-Dec,Data not available,,,x,,
1630,30.1212,-93.7866,Texas,TX,,"https://www.google.com/maps/@30.1193399,-93.7876564,3a,60y,90t/data=!3m6!1e1!3m4!1s9AfJt73boBjvLAG6bPbjuw!2e0!7i13312!8i6656",Data not available,17-Feb,Data not available,,,x,,
1631,30.4428,-87.2525,Florida,FL,,"https://www.google.com/maps/@30.4430909,-87.2526118,3a,60y,90h,90t/data=!3m6!1e1!3m4!1sZWk6K6st9xR924PIseeJYQ!2e0!7i13312!8i6656",Data not available,16-Apr,Data not available,,,x,,
1632,31.3933,-89.3817,Wyoming,WY,,"https://www.google.com/maps/@31.3935545,-89.3814447,3a,60y,180h,90t/data=!3m6!1e1!3m4!1sVSH6bREfftwmIJ9fiKXtzA!2e0!7i13312!8i6656",Data not available,14-Apr,Data not available,,,x,,
1633,33.451,-82.0394,Georgia,GA,,"https://www.google.com/maps/@33.4513438,-82.0396886,3a,15y,157.67h,106.02t/data=!3m6!1e1!3m4!1s79yJFgrXfGV5vhE6BU7oXA!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,17-Feb,Y,,Y,,https://s18.postimg.org/lzob5v1ex/1633.png,
1634,32.4938,-92.0359,Louisiana,LA,,"https://www.google.com/maps/@32.493154,-92.0373387,3a,15y,59.01h,92.04t/data=!3m6!1e1!3m4!1sQ3Nmhd1FP21IHBLOE7faOg!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1635,44.332,-93.294,Minnesota,MN,,"https://www.google.com/maps/@44.3321941,-93.2930613,3a,26.9y,253.45h,92.81t/data=!3m6!1e1!3m4!1svbPVLyHaQXTRhyucbpGEcQ!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1636,31.3839,-89.3711,Mississippi,MS,,"https://www.google.com/maps/@31.3831273,-89.369615,3a,15y,296.9h,91.27t/data=!3m6!1e1!3m4!1sVjBajBfeXtcpbZvuN9-Q-A!2e0!7i13312!8i6656",Data not available,16-Jun,Data not available,,,x,,
1637,35.779999,-81.398732,North Carolina,NC,,"https://www.google.com/maps/@35.7802133,-81.3981288,3a,15y,239.97h,94.9t/data=!3m6!1e1!3m4!1syguSHvhCl3RtNRIg0FvW5g!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,16-Feb,Y,,Y,,https://s18.postimg.org/8ml639z5l/1637.png,
1638,36.5744,-82.2875,Tennessee,TN,,"https://www.google.com/maps/@36.5742763,-82.2858247,3a,15y,277.42h,96.3t/data=!3m6!1e1!3m4!1sLEVi3NgjLrbZ61Wtf--h9A!2e0!7i13312!8i6656",Read the Bible! Truth. Wisdom. Hope.,17-Jan,Y,,Y,,https://s18.postimg.org/582zmu689/1638.png,
1639,37.7449,-89.0486,Illinois,IL,,"https://www.google.com/maps/@37.744971,-89.0485728,3a,60y,207.79h,89.51t/data=!3m6!1e1!3m4!1sk1I3tX6Dv0rA3310MqDsfA!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1640,30.6165,-87.5803,Alabama,AL,,"https://www.google.com/maps/@30.6163281,-87.5789601,3a,15y,270.82h,94.39t/data=!3m6!1e1!3m4!1sQuCzd8MzTBFU1I7jJQilWg!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,17-Jan,Y,,Y,,https://s18.postimg.org/96vlsdfwp/1640.png,
1641,38.988,-93.5347,Montana,MO,,"https://www.google.com/maps/@0,0,3a,90y,352.1h,79.35t/data=!3m6!1e1!3m4!1svMMWbj8Znp2mtIbZV2AG_Q!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1642,35.4518,-86.0499,Tennessee,TN,,"https://www.google.com/maps/@35.4528016,-86.0495346,3a,90y,244.28h,95.63t/data=!3m6!1e1!3m4!1sI6hclUSqsbF4L-HYARJvdA!2e0!7i13312!8i6656",Data not available,15-Dec,Data not available,,,x,,
1643,32.14,-106.6475,New Mexico,NM,,"https://www.google.com/maps/@35.4516598,-86.0492688,3a,60y,326.31h,90.61t/data=!3m6!1e1!3m4!1sjBkpjgqXmR9h5u7ffY-Whg!2e0!7i13312!8i6656",Data not available,14-Aug,Data not available,,,x,,
1644,34.7368,-86.9383,Alabama,AL,,"https://www.google.com/maps/@34.7367131,-86.9382344,3a,75y,273.39h,82.07t/data=!3m6!1e1!3m4!1sZGbq-fCI3JfV-dklZ02UIw!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1645,35.876467,-81.509187,North Carolina,NC,,"https://www.google.com/maps/@35.8770424,-81.5090898,3a,15.3y,190.6h,94.49t/data=!3m6!1e1!3m4!1sLH0sdjDyhUH6s5uKgl2bLQ!2e0!7i13312!8i6656","After you die, you will meet God.",16-Feb,N,N,,,https://s18.postimg.org/41yzo37nt/1645.png,
1646,31.9878,-102.0333,Texas,TX,,"https://www.google.com/maps/@31.9864894,-102.0344124,3a,21.6y,32.79h,95.3t/data=!3m6!1e1!3m4!1s6y1-qVhst0v5MpHxrf_VNg!2e0!7i13312!8i6656",Data not available,13-May,Data not available,,,x,,
1647,43.1591,-93.3589,Iowa,IA,,"https://www.google.com/maps/@43.1605827,-93.35537,3a,15y,243.33h,88.46t/data=!3m6!1e1!3m4!1sjGlAfSF-LGkcjjK0bK_CDA!2e0!7i13312!8i6656",Data not available,13-Aug,Data not available,,,x,,
1648,37.0677,-88.6089,Kentucky,KY,,"https://www.google.com/maps/@37.0687232,-88.6114782,3a,15y,115.69h,89.16t/data=!3m6!1e1!3m4!1sbc3xses9FOoX8_mtVhpTAw!2e0!7i13312!8i6656",Data not available,12-Aug,Data not available,,,x,,
1649,34.7789,-92.1781,Arkansas,AR,,"https://www.google.com/maps/@34.7790903,-92.1775235,3a,60y,245.11h,87.26t/data=!3m6!1e1!3m4!1s-Yv991L1VUKqeWtGYB4TBg!2e0!7i3328!8i1664",Data not available,7-Aug,Data not available,,,x,,
1650,34.3445,-89.9139,Mississippi,MS,,"https://www.google.com/maps/@34.3452697,-89.9148191,3a,47.5y,134.16h,104.21t/data=!3m6!1e1!3m4!1sRjH4DKVkUcjDIE25zDNiGw!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1651,36.9591,-93.2322,Montana,MO,,"https://www.google.com/maps/@36.9595575,-93.2321247,3a,75y,174.48h,95.21t/data=!3m6!1e1!3m4!1s-GstQX9vxrAGxqEb3ajExA!2e0!7i3328!8i1664",Data not available,7-Aug,Data not available,,,x,,
1652,35.2386,-101.8308,Texas,TX,,"https://www.google.com/maps/@35.2382503,-101.8310483,3a,60y,13.42h,82.35t/data=!3m6!1e1!3m4!1s8Z-ODfHChWaMEyKtkwthRw!2e0!7i13312!8i6656",Data not available,13-Apr,Data not available,,,x,,
1653,34.9314,-90.1694,Mississippi,MS,,"https://www.google.com/maps/@34.9322746,-90.1695751,3a,54.8y,176.41h,83.51t/data=!3m6!1e1!3m4!1sNbKVa_xY-jlx4d-kmTETgA!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1654,40.1056,-87.6416,Illinois,IL,,"https://www.google.com/maps/@40.1051229,-87.6410031,3a,20.1y,316.69h,99.17t/data=!3m6!1e1!3m4!1sRexOelRHhc9JP2fgbSuSaA!2e0!7i13312!8i6656",Data not available,15-Oct,Data not available,,,x,,
1655,37.069,-88.6114,Kentucky,KY,,"https://www.google.com/maps/@37.0691302,-88.6127012,3a,32.9y,101.62h,96.86t/data=!3m6!1e1!3m4!1sjzmVVBI5PMVt9ndgekMNNw!2e0!7i13312!8i6656",Data not available,12-Aug,Data not available,,,x,,
1656,40.5756,-85.5522,Indiana,IN,,"https://www.google.com/maps/@40.5740852,-85.5511635,3a,75y,330.25h,104.85t/data=!3m6!1e1!3m4!1s68i5QyyoU1ZrQZ7zG8IgSA!2e0!7i13312!8i6656",Data not available,13-Aug,Data not available,,,x,,
1657,41.6883,-85.0032,Indiana,IN,,"https://www.google.com/maps/@41.6878661,-85.0038681,3a,60y,35.77h,90t/data=!3m6!1e1!3m4!1szZ_G5nAPd7Bo6mEQBiH9GA!2e0!7i13312!8i6656",Data not available,15-Nov,Data not available,,,x,,
1658,32.4624,-99.678,Texas,TX,,"https://www.google.com/maps/@32.4610699,-99.677173,3a,17.9y,336.04h,91.31t/data=!3m6!1e1!3m4!1scrNlXTjxfK-j28r7KNRT0A!2e0!7i13312!8i6656",Data not available,17-Feb,Data not available,,,x,,
1659,39.2908,-80.3648,West Virginia,WV,,"https://www.google.com/maps/@32.4622279,-99.6785546,3a,24.1y,70.43h,88.25t/data=!3m6!1e1!3m4!1seZP_oEI21DrT6OopF073vw!2e0!7i13312!8i6656",The Holy Bible. Inspired. Absolute. Final.,17-Feb,Y,,Y,,https://s17.postimg.org/6kn6bmv9r/1659.png,
1660,32.451,-100.4475,Texas,TX,,"https://www.google.com/maps/@32.4508587,-100.4480868,3a,65.5y,70.57h,89.49t/data=!3m6!1e1!3m4!1sDI68KjjlMEAoVE2wvlD0iA!2e0!7i13312!8i6656",Data not available,14-Sep,Data not available,,,x,,
1661,32.4129,-99.4985,Texas,TX,,"https://www.google.com/maps/@32.413921,-99.4990314,3a,60y,155.01h,84.51t/data=!3m6!1e1!3m4!1svGXSNodpozmWdBTCKBBa3A!2e0!7i13312!8i6656",Data not available,13-Jan,Data not available,,,x,,
1662,33.5106,-81.8709,South Carolina,SC,,"https://www.google.com/maps/@33.5105486,-81.8703294,3a,60y,281.82h,90t/data=!3m6!1e1!3m4!1sltMP1UShfBP6pJtfi3kMPg!2e0!7i13312!8i6656",Data not available,16-Aug,Data not available,,,x,,
1663,45.9178,-94.3439,Minnesota,MN,,"https://www.google.com/maps/@45.918379,-94.3450568,3a,15y,139.1h,89.65t/data=!3m6!1e1!3m4!1sMb_O6JH5ZQb2WxlcOBIPhA!2e0!7i13312!8i6656",The Holy Bible. Inspired. Absolute. Final.,16-Aug,Y,,Y,,https://s17.postimg.org/4g2tazgwv/1633.png,
1664,37.0675,-94.4175,Montana,MO,,"https://www.google.com/maps/@37.0650708,-94.4167918,3a,75y,19.3h,80.24t/data=!3m6!1e1!3m4!1s7ufr3eLwx6DradPKDX5i6A!2e0!7i13312!8i6656",Data not available,15-Aug,Data not available,,,x,,
1665,32.9207,-97.6014,Texas,TX,,"https://www.google.com/maps/@32.9211146,-97.6014176,3a,60y,167.53h,87.65t/data=!3m6!1e1!3m4!1skK8osD10RLoKZ30YTK0TcQ!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1666,36.8155,-93.2243,Montana,MO,,"https://www.google.com/maps/@36.8144463,-93.2256627,3a,60y,49.01h,67.53t/data=!3m6!1e1!3m4!1saP25SzcaZcGpUnpPooM16A!2e0!7i13312!8i6656",Data not available,16-Sep,Data not available,,,x,,
1667,42.6562,-114.4794,Idaho,ID,,"https://www.google.com/maps/@42.6561972,-114.4797136,3a,73y,66.05h,102.3t/data=!3m6!1e1!3m4!1sjLQ4fAzDBd9myItdkn_f1g!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1668,44.8428,-91.5994,Wisconsin,WI,,"https://www.google.com/maps/@44.8440625,-91.6002088,3a,15.1y,140.94h,89.98t/data=!3m6!1e1!3m4!1skd4_hIROrfhNbNg5mLuuNA!2e0!7i13312!8i6656",Data not available,15-Sep,Data not available,,,x,,
1669,32.733,-114.6328,California,CA,,"https://www.google.com/maps/@32.7335175,-114.6327054,3a,15y,182.42h,91.05t/data=!3m6!1e1!3m4!1sMQwacPvzYc2NIGLPyM3aKw!2e0!7i13312!8i6656",Data not available,13-Oct,Data not available,,,x,,
1670,33.6063,-114.6437,California,CA,,"https://www.google.com/maps/@33.6067119,-114.6418556,3a,25.8y,263.91h,88.07t/data=!3m6!1e1!3m4!1sn8zShx3oytmOSVATzd8Cjg!2e0!7i13312!8i6656",Data not available,14-Jul,Data not available,,,x,,
1671,35.1122,-103.3399,New Mexico,NM,,"https://www.google.com/maps/@35.11213,-103.3407117,3a,75y,32.39h,69.7t/data=!3m6!1e1!3m4!1scYJgqPBBdth3oOkeYle6RA!2e0!7i13312!8i6656",Data not available,11-Oct,Data not available,,,x,,
1672,30.4126,-87.2492,Florida,FL,,"https://www.google.com/maps/@30.4121572,-87.2504985,3a,15.5y,69.8h,89.78t/data=!3m6!1e1!3m4!1sX7MPJGJxjhDw1qQVGLZ9MQ!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1673,44.1358,-89.5317,Wisconsin,WI,,"https://www.google.com/maps/@44.1360088,-89.5327283,3a,74.7y,155.54h,93.05t/data=!3m6!1e1!3m4!1sSxNpC_9s65dctoGB1TjNZw!2e0!7i3328!8i1664",Data not available,8-Sep,Data not available,,,x,,
1674,38.1998,-87.5495,Indiana,IN,,"https://www.google.com/maps/@38.2005533,-87.5498619,3a,18.6y,160.66h,89.74t/data=!3m6!1e1!3m4!1sFk9uTzFWXzZcDkZdoXNsiA!2e0!7i13312!8i6656",Data not available,15-Sep,Data not available,,,x,,
1675,26.2359,-97.7209,Texas,TX,,"https://www.google.com/maps/@26.2348938,-97.7210773,3a,41.7y,21.76h,93.86t/data=!3m6!1e1!3m4!1sjRWkHCCAjkxFYxJioCRvig!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1676,34.9497,-104.6341,New Mexico,NM,,"https://www.google.com/maps/@34.9495413,-104.6366901,3a,15y,90.82h,91.12t/data=!3m6!1e1!3m4!1sqJP4jQ-DwAk7I1kKiroXNg!2e0!7i13312!8i6656",Data not available,15-Nov,Data not available,,,x,,
1677,35.29184782,-89.9637419,Tennessee,TN,,"https://www.google.com/maps/@35.2916822,-89.9630175,3a,22.9y,308.05h,97.46t/data=!3m6!1e1!3m4!1sTWiXjBiPxO3egHye6aKE9g!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1678,32.7971,-115.4998,California,CA,,"https://www.google.com/maps/@32.7975461,-115.5004154,3a,44.2y,102.2h,104.47t/data=!3m6!1e1!3m4!1s-1c2BsVg8C2cFrl2Wh43jw!2e0!7i13312!8i6656",Data not available,15-May,Data not available,,,x,,
1679,36.5483,-82.5828,Tennessee,TN,,"https://www.google.com/maps/@36.5484921,-82.5820101,3a,83y,239.54h,98.47t/data=!3m6!1e1!3m4!1sGMysXzrIQfRNFKzHy-VXpw!2e0!7i13312!8i6656",Data not available,13-Oct,Data not available,,,x,,
1680,41.4625,-90.394,Iowa,IA,,"https://www.google.com/maps/@41.4626018,-90.3941703,3a,60y,198.15h,90t/data=!3m6!1e1!3m4!1sg6xVpUUqariIPy4Y9LXO7w!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1681,37.2629,-81.2388,West Virginia,WV,,"https://www.google.com/maps/@37.2641647,-81.2393735,3a,15y,164.8h,88.67t/data=!3m6!1e1!3m4!1s7Lc_DXRQw3ru3g6qpuqr2Q!2e0!7i13312!8i6656",Data not available,15-Sep,Data not available,,,x,,
1682,37.482,-79.1186,Virginia,VA,,"https://www.google.com/maps/@37.4807755,-79.1186888,3a,28.3y,16.82h,85.52t/data=!3m6!1e1!3m4!1sWicgFrjxqHAupucryIuKVA!2e0!7i13312!8i6656",Data not available,16-Jul,Data not available,,,x,,
1683,44.4632,-103.6256,South Dakota,SD,,"https://www.google.com/maps/@44.4625019,-103.623828,3a,24.4y,285.23h,90.74t/data=!3m6!1e1!3m4!1sNpTzp6n_SaB592FMgLa1mg!2e0!7i13312!8i6656",Data not available,13-Aug,Data not available,,,x,,
1684,43.314067,-123.347267,Oregon,OR,,"https://www.google.com/maps/@43.3131779,-123.3478999,3a,22.8y,36.1h,91.39t/data=!3m6!1e1!3m4!1smJmIZ765n4NWaVft0GLtqw!2e0!7i13312!8i6656",Data not available,14-Sep,Data not available,,,x,,
1685,42.71209717,-114.5356903,Idaho,ID,,"https://www.google.com/maps/@42.711671,-114.5351605,3a,75.2y,330.74h,86.86t/data=!3m6!1e1!3m4!1szmPS_dYUx3MP5fcc6Gkxrg!2e0!7i13312!8i6656",Data not available,15-Aug,Data not available,,,x,,
1686,44.06083,-123.13426,Oregon,OR,,"https://www.google.com/maps/@44.0620881,-123.1354214,3a,19.3y,159.39h,91.78t/data=!3m6!1e1!3m4!1stegGcKzxNy3CK3fvs76s8w!2e0!7i13312!8i6656",Data not available,11-Aug,Data not available,,,x,,
1687,43.148546,-123.374512,Oregon,OR,,"https://www.google.com/maps/@43.1486721,-123.3737313,3a,58.9y,278.56h,91.02t/data=!3m6!1e1!3m4!1sCa70wSIh5EpYmL1PcpKTFQ!2e0!7i13312!8i6656",Data not available,12-Aug,Data not available,,,x,,
1688,43.576569,-116.273806,Idaho,ID,,"https://www.google.com/maps/@43.5771304,-116.2740279,3a,75y,143.35h,81.85t/data=!3m6!1e1!3m4!1stGzoY-4F28ePa_thD91kqw!2e0!7i13312!8i6656",Data not available,14-Jul,Data not available,,,x,,
1689,44.15362,-123.201092,Oregon,OR,,"https://www.google.com/maps/@44.1534272,-123.200819,3a,60y,337.5h,89.06t/data=!3m6!1e1!3m4!1soci15ExoIo_DJG0vHClT6A!2e0!7i13312!8i6656",Data not available,16-Jun,Data not available,,,x,,
1690,44.77669,-117.80938,Oregon,OR,,"https://www.google.com/maps/@44.7778675,-117.8099548,3a,75y,147.87h,90.17t/data=!3m6!1e1!3m4!1sMjxa_zGtCZpAO2StmUl3Ew!2e0!7i13312!8i6656",Data not available,15-Jul,Data not available,,,x,,
1691,46.8754,-97.0952,North Dakota,ND,,"https://www.google.com/maps/@46.8761513,-97.0955592,3a,60y,124.19h,81.44t/data=!3m6!1e1!3m4!1sryBOb6wrT-yzEUwwQzlaRQ!2e0!7i13312!8i6656",Data not available,11-Oct,Data not available,,,x,,
1692,32.916274,-96.744374,Texas,TX,,"https://www.google.com/maps/@32.9162904,-96.7438812,3a,60y,289.33h,90.25t/data=!3m6!1e1!3m4!1sOYEguDMuPK29njNiEA0OiA!2e0!7i13312!8i6656",Lust drags you down to hell,17-Mar,N,N,,,https://s18.postimg.org/lzob5sw95/1692.png,
1693,42.380215,-83.195509,Michigan,MI,,"https://www.google.com/maps/@42.3794459,-83.1957052,3a,75y,20.6h,90.1t/data=!3m6!1e1!3m4!1sb24YH5SL0n7UnpgnbS79mw!2e0!7i13312!8i6656",Data not available,16-Jul,Data not available,,,x,,
1694,30.333836,-81.670148,Florida,FL,,"https://www.google.com/maps/@30.3343171,-81.6701759,3a,19.7y,178.77h,90.99t/data=!3m6!1e1!3m4!1sBoPAzt0-XOHt50tVU_gnmQ!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,17-Jan,Y,,Y,,https://s18.postimg.org/4xqvq7zsp/1694.png,
1695,32.671293,-96.941589,Texas,TX,,"https://www.google.com/maps/@32.67055,-96.9424115,3a,75y,31.88h,92.54t/data=!3m6!1e1!3m4!1sWoWK469v1s3qpJRbPoAvEQ!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1696,45.160382,-93.515121,Minnesota,MN,,"https://www.google.com/maps/@45.1608792,-93.5171427,3a,15y,111.82h,92.52t/data=!3m6!1e1!3m4!1s5Pi2RaP7VuFHonOcH1GOqg!2e0!7i13312!8i6656",Data not available,16-Aug,Data not available,,,x,,
1697,28.321968,-81.47145,Florida,FL,,"https://www.google.com/maps/@28.3241211,-81.4708832,3a,21.6y,188.11h,89.17t/data=!3m6!1e1!3m4!1s4TPMIYNONDMyiMYA_gcpWg!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1698,32.6848,-96.942002,Texas,TX,,"https://www.google.com/maps/@32.6844644,-96.9439849,3a,19.7y,72.96h,91.76t/data=!3m6!1e1!3m4!1sDWKahdbK9zKRJbNNRO_F8Q!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1699,35.193643,-89.995824,Tennessee,TN,,"https://www.google.com/maps/@35.1926496,-89.9973051,3a,16y,41.78h,94.66t/data=!3m6!1e1!3m4!1sfHbWycULk6brnFHnmZNb9w!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,17-Apr,Y,,Y,,https://s18.postimg.org/89trwqtmx/1699.png,
